,Raft,Cod,Autor1 prenume,Autor1 nume,Autor2 prenume,Autor2 nume,Autor3 prenume,Autor3 nume,Autor4 prenume,Autor4 nume,Titlu,Editura,An,Obs
,Raft 05,R0501,Felix,BUFFIERE,,,,,,,Miturile lui Homer si gandirea greaca,Univers,1987,
,Raft 05,R0502,Zuan,KE,,,,,,,Miturile Chinei antice,Stiintifica si Enciclopedica,1987,
,Raft 05,R0503,A. P.,CEHOV,,,,,,,Schite si povestiri,Univers,1986,
,Raft 05,R0504,W.,SHAKESPEARE,,,,,,,"Vol.4 Henric al IV-lea, Partea I-a II-a; Mult zgomot pentru nimic; Henric al V-lea; Nevestele vesele din Windsor",Univers,1985,
,Raft 05,R0505,W.,SHAKESPEARE,,,,,,,Vol. 5 Iuliu Cezar; Cum va place; A douasprezecea noapte; Hamplet,Univers,1986,
,Raft 05,R0506,M.,PROUST,,,,,,,In cautarea timului pierdut,Univers,1987,
,Raft 05,R0507,E. A.,POE,,,,,,,Anabel Lee si alte poeme,Univers,1987,
,Raft 05,R0508,Henrik,SINKIEWICZ,,,,,,,Prin foc si sabie,Univers,1988,
,Raft 05,R0509,Mario Vargas,LLOSA,,,,,,,Razboiul sfarsitului lumii,Cartea Romaneasca,1986,
,Raft 05,R0510,Kostas D.,KYRIAZIS,,,,,,,"Theofano, imparateasa Bizantului",Univers,1973,
,Raft 05,R0511,Cornelui,LEU,,,,,,,"Faptele de arme ale unor civili in secolul razboaielor mondiale sau ce inseamna puterea, Vol. I",Albatros,1987,
,Raft 05,R0512,Cornelui,LEU,,,,,,,"Faptele de arme ale unor civili in secolul razboaielor mondiale sau ce inseamna puterea, Vol. II",,1987,
,Raft 05,R0513,Cornelui,LEU,,,,,,,"Faptele de arme ale unor civili in secolul razboaielor mondiale sau ce inseamna puterea, Vol. III",,1989,
,Raft 05,R0514,Luigi,PIRANDELO,,,,,,,Giustino Roncella; Batrani si tineri,Eminescu,1988,
,Raft 05,R0515,August,STRINBERG,,,,,,,Saloanele gotice,Univers,1987,
,Raft 05,R0516,Ion,VINEA,,,,,,,Lunatecii,Facla,1988,
,Raft 05,R0517,Romulus,CIOFLEC,,,,,,,Boierul,Dacia,1988,
,Raft 05,R0518,Ion,BULEI,,,,,,,Sistemul politic al Romaniei moderne - Partidul conservator,Politica,1987,
,Raft 05,R0519,Mircea,ELIADE,,,,,,,Secretul doctorului Honigberger -  Proza fantastica * *,Fundatiei culturale Romane,1991,
,Raft 05,R0520,Mircea,ELIADE,,,,,,,"Istoria credintelor si ideilor religioase, Vol. III",Stiintifica si Enciclopedica,1988,
,Raft 05,R0521,Mircea,ELIADE,,,,,,,Romanul adolescentului miop,Muzeul literaturii romane,1988,
,Raft 05,R0522,Ales,ADAMOVICI,Daniil,GRANIN,,,,,Cartea blocadei - Leningrad septembrie 1941 - Ianuarie 1944,Politica,1987,
,Raft 05,R0523,Imanuel,KANT,,,,,,,Prolegomene,Stiintifica si Enciclopedica,1987,
,Raft 05,R0524,* * *,,,,,,,,"Povestiri cu haz, povestiri cu talc din China antica",Univers,1986,
,Raft 05,R0525,Andre,MAUROIS,,,,,,,Istoria Angliei (editie actualizata de Michel Mohrt),Orizonturi,,
,Raft 05,R0526,Rodica,DUMITRESCU,,,,,,,Mafiea - filiera tacerii,Politica,1986,
,Raft 05,R0527,Lev,BEZIMENSKI,,,,,,,Enigme descifrate ale celui de-al III-lea Reich,Politica,1988,
,Raft 05,R0528,,,,,,,,,Dallas 22 noiembrie 1963 - Un dosar deschis,Politica,1986,
,Raft 05,R0529,Jacques,de LAUNAY,,,,,,,Mari decizii ale celui de-al doilea razboi mondial 1942-1945; vol. I,Stiintifica si Enciclopedica,1988,
,Raft 05,R0530,Jacques,de LAUNAY,,,,,,,Mari decizii ale celui de-al doilea razboi mondial 1942-1945; vol. II,Stiintifica si Enciclopedica,1988,
,Raft 15,R1501,Radu,PARASCHIVESCU,,,,,,,Fluturele negru,Humanitas,2010,
,Raft 15,R1502,Marius,GHILEZAN,,,,,,,Hotia la romani,Grupul editorial Corint,2008,
,Raft 15,R1503,Radu,PARASCHIVESCU,,,,,,,"Racani, pifani si veterani",Humanitas,2008,
,Raft 15,R1504,Radu,PARASCHIVESCU,,,,,,,Ghidul nesimtitului,Humanitas,2006,
,Raft 15,R1505,James Finn,GARNER,,,,,,,Povesti corecte politic de adormit copii,Humanitas,2006,
,Raft 15,R1506,Woody,ALLEN,,,,,,,Anarhie pura,Humanitas,2008,
,Raft 15,R1507,Rodica,OJOG-BRASOVEANU,,,,,,,Barbatii sunt niste porci,Nemira,2000,
,Raft 15,R1508,Agatha,CHRISTIE,,,,,,,Pericol la End House,Excelsior - Multi Press,,
,Raft 15,R1509,Agatha,CHRISTIE,,,,,,,Cei sapte suspecti,Excelsior - Multi Press,,
,Raft 15,R1510,Agatha,CHRISTIE,,,,,,,Ceasurile,Excelsior - Multi Press,,
,Raft 15,R1511,Agatha,CHRISTIE,,,,,,,Asupritul si alte povestiri,,2008,
,Raft 15,R1512,Agatha,CHRISTIE,,,,,,,Poirot: primele cazuri,,2011,
,Raft 15,R1513,Agatha,CHRISTIE,,,,,,,Doamna McGinty a murit,RAO,2007,
,Raft 15,R1514,Agatha,CHRISTIE,,,,,,,13 la cina,RAO,2007,
,Raft 15,R1515,Agatha,CHRISTIE,,,,,,,Intalnire cu moartea,RAO,2006,
,Raft 15,R1516,Agatha,CHRISTIE,,,,,,,O crima anuntata,RAO,2006,
,Raft 15,R1517,Agatha,CHRISTIE,,,,,,,Crima din Mesopotamia,RAO,2006,
,Raft 15,R1518,Agatha,CHRISTIE,,,,,,,Ucigasul ABC,RAO,2009,
,Raft 15,R1519,Agatha,CHRISTIE,,,,,,,Mana ascunsa,RAO,2008,
,Raft 15,R1520,Agatha,CHRISTIE,,,,,,,Elefantii nu uita niciodata,RAO,2012,
,Raft 15,R1521,Agatha,CHRISTIE,,,,,,,Poirot investigheaza,RAO,2012,
,Raft 15,R1522,Agatha,CHRISTIE,,,,,,,Namisis,RAO,2009,
,Raft 15,R1523,Agatha,CHRISTIE,,,,,,,Mistere din Caraibe,RAO,2009,
,Raft 15,R1524,Agatha,CHRISTIE,,,,,,,Petrecerea de Haloween,RAO,2010,
,Raft 15,R1525,Agatha,CHRISTIE,,,,,,,Misterioasa afacere de la Styles,RAO,2011,
,Raft 15,R1526,Agatha,CHRISTIE,,,,,,,Crima pe ternul de golf,RAO,2011,
,Raft 15,R1527,Agatha,CHRISTIE,,,,,,,Pisica printre porumbei,RAO,2010,
,Raft 15,R1528,Agatha,CHRISTIE,,,,,,,Cei cinci purcelusi,RAO,2010,
,Raft 15,R1529,Agatha,CHRISTIE,,,,,,,Ceasurile,RAO,2011,
,Raft 15,R1530,Agatha,CHRISTIE,,,,,,,Chiparosul trist,RAO,2011,
,Raft 15,R1531,Agatha,CHRISTIE,,,,,,,Cortina: ultimul caz al lui Poirot,RAO,2011,
,Raft 15,R1532,Agatha,CHRISTIE,,,,,,,Vanatoarea de crime,RAO,2012,
,Raft 15,R1533,Agatha,CHRISTIE,,,,,,,O supradoza de moarte,RAO,2010,
,Raft 15,R1534,Agatha,CHRISTIE,,,,,,,Cei patru mari,RAO,2012,
,Raft 15,R1535,Agatha,CHRISTIE,,,,,,,Misterul crimei fara cadavru,RAO,2011,
,Raft 15,R1536,Agatha,CHRISTIE,,,,,,,Trenul de Paddington,RAO,2010,
,Raft 15,R1537,Agatha,CHRISTIE,,,,,,,Dupa inmormantare,RAO,2011,
,Raft 15,R1538,Georges,SIMENON,,,,,,,Ecluza nr. 1,Polirom,2012,
,Raft 15,R1539,Georges,SIMENON,,,,,,,Maigret inchiriaza o camera,Polirom,2012,
,Raft 15,R1540,Georges,SIMENON,,,,,,,Maigret in Arizona,Polirom,2007,
,Raft 15,R1540,Georges,SIMENON,,,,,,,Maigret in Arizona,Polirom,2007,
,Raft 15,R1541,Georges,SIMENON,,,,,,,Prietena doamnei Maigret,Polirom,2006,
,Raft 15,R1542,Georges,SIMENON,,,,,,,Raspantia mortii,Polirom,2006,
,Raft 15,R1543,Georges,SIMENON,,,,,,,Maigret si gangsterii,Polirom,2007,
,Raft 15,R1544,Georges,SIMENON,,,,,,,Inspectorul Cadavre,Polirom,2004,
,Raft 15,R1545,Georges,SIMENON,,,,,,,Pietr Letonul,Polirom,2011,
,Raft 15,R1546,Georges,SIMENON,,,,,,,Maigret la New York,Polirom,2004,
,Raft 15,R1547,Georges,SIMENON,,,,,,,Dansatoarea de la Gai-Moulin,Polirom,2004,
,Raft 15,R1548,Georges,SIMENON,,,,,,,Cine a ucis-o pe Cecile?,Polirom,2005,
,Raft 15,R1549,Georges,SIMENON,,,,,,,Cazul Saint-Fiacre,Polirom,2005,
,Raft 15,R1550,Georges,SIMENON,,,,,,,Cazul Louise Laboine,Polirom,2004,
,Raft 15,R1551,Georges,SIMENON,,,,,,,Maigret la Picratt's,Polirom,2005,
,Raft 15,R1552,Georges,SIMENON,,,,,,,Maigret si scoala crimei,Polirom,2004,
,Raft 15,R1553,Georges,SIMENON,,,,,,,Prima ancheta a lui Maigret,Polirom,2004,
,Raft 15,R1554,Georges,SIMENON,,,,,,,Domnul Gallet a decedat,Polirom,2005,
,Raft 15,R1555,Georges,SIMENON,,,,,,,Asta-I Felicie!,Polirom,2004,
,Raft 15,R1556,Georges,SIMENON,,,,,,,Maigret se insala,Polirom,2005,
,Raft 15,R1557,Georges,SIMENON,,,,,,,Maigret se teme,Polirom,2004,
,Raft 02,R0201,Jane,van LAWICK-GOODALL,,,,,,,In umbra omului,Meridiane,1985,
,Raft 02,R0202,* * *,,,,,,,,"Nuvele chineza mediavela - Serpoaica alba, * * *",Minerva,1989,
,Raft 02,R0203,* * *,,,,,,,,"Nuvele chineza mediavela - Serpoaica alba, * *",Minerva,1989,
,Raft 02,R0204,* * *,,,,,,,,"Nuvele chineza mediavela - Serpoaica alba, *",Minerva,1989,
,Raft 02,R0205,Jean-Louis,ETIENNE,,,,,,,Pe jos spre Pol,Meridiane,1988,
,Raft 02,R0206,Eugene,SUE,,,,,,,"Paiata, *",Cartea Romaneasca,1987,
,Raft 02,R0207,Eugene,SUE,,,,,,,"Paiata, * *",Cartea Romaneasca,1987,
,Raft 02,R0208,Adolfo Bioy,CASARES,,,,,,,Celalalt labirint,Univers,1987,
,Raft 02,R0209,Murel,SPARK,,,,,,,N-am hoinarit chiar fara rost …,Univers,1988,
,Raft 02,R0210,Antonio,Di BENEDETTO,,,,,,,Diego De Zama,Univers,1988,
,Raft 02,R0211,Frank,GEERK,,,,,,,Frumoasa Petra,Univers,1988,
,Raft 02,R0212,Jose Cardoso,PIRES,,,,,,,Plaja ciinilor,Univers,1988,
,Raft 02,R0213,Luise,RINSER,,,,,,,Asinul negru,Univers,1987,
,Raft 02,R0214,Brian,GLANVILLE,,,,,,,Fidelitate,Univers,1987,
,Raft 02,R0215,Jean,RHYS,,,,,,,Marea Sargaselor,Univers,1988,
,Raft 02,R0216,Alejo,CARPENTIER,,,,,,,"Recurs la metoda, *",Minerva,1988,
,Raft 02,R0217,Alejo,CARPENTIER,,,,,,,"Recurs la metoda, * *",Minerva,1988,
,Raft 02,R0218,Mieguel de Cervantes,SAAVEDRA,,,,,,,"Iscusitul hidalo don Quijote de la mancha, *",Minerva,1987,
,Raft 02,R0219,Mieguel de Cervantes,,,,,,,,"Iscusitul hidalo don Quijote de la mancha, * *",Minerva,1987,
,Raft 02,R0220,Mieguel de Cervantes,,,,,,,,"Iscusitul hidalo don Quijote de la mancha, * * *",Minerva,1987,
,Raft 02,R0221,Mieguel de Cervantes,,,,,,,,"Iscusitul hidalo don Quijote de la mancha, * * * *",Minerva,1987,
,Raft 02,R0222,Mihail,BULGAKOV,,,,,,,"Garda alba, *",Minerva,1988,
,Raft 02,R0223,Mihail,BULGAKOV,,,,,,,"Garda alba, * *",Minerva,1988,
,Raft 02,R0224,Joaquim Maria Machado,De ASSIS,,,,,,,Quincas Borba,Minerva,1986,
,Raft 02,R0225,Joaquim Maria Machado,De ASSIS,,,,,,,Memoriile postume ale lui Bras Cubas,Minerva,1986,
,Raft 02,R0226,Samuel B.,GRIFFITH I,,,,,,,Batalia pentru Guadalcanal,Militara,1987,
,Raft 02,R0227,Tudor,OCTAVIAN,,,,,,,Banda lui MobIUS,Eminescu,1978,
,Raft 02,R0228,Jerome K.,JEROME,,,,,,,Arta de a nu scrie un roman,Junimea,1987,
,Raft 02,R0229,Manuel B.,COSSIO,,,,,,,"El Greco, I",Meridiane,1985,
,Raft 02,R0230,Manuel B.,COSSIO,,,,,,,"El Greco, II",Meridiane,1985,
,Raft 02,R0231,Theodor,LIPPS,,,,,,,"Estetica, Bazele esteticii, I",Meridiane,1987,
,Raft 02,R0232,Theodor,LIPPS,,,,,,,"Estetica, Bazele esteticii, II",Meridiane,1987,
,Raft 02,R0233,Ivan,CLOULAS,,,,,,,lorenzo Magnificul,Meridiane,1987,
,Raft 02,R0234,Elie,FAURE,,,,,,,"Istoria artei, Arta medievala",Meridiane,1988,
,Raft 02,R0235,Pierre,LEVEQUE,,,,,,,"Aventura greaca, I",Meridiane,1987,
,Raft 02,R0236,Pierre,LEVEQUE,,,,,,,"Aventura greaca, II",Meridiane,1987,
,Raft 02,R0237,Claire,LALOUETTE,,,,,,,"Civilizatia Egiptului antic, I",Meridiane,1988,
,Raft 02,R0238,Claire,LALOUETTE,,,,,,,"Civilizatia Egiptului antic, II",Meridiane,1988,
,Raft 02,R0239,Gheorghe,ACHITEI,,,,,,,Frumosul dincolo de arta,Meridiane,1988,
,Raft 02,R0240,Richard,LEWINSON,,,,,,,O istorie a animalelor,Meridiane,1988,
,Raft 02,R0241,Gheorghe I.,BRATIANU,,,,,,,"Marea Neagra, I",Meridiane,1988,
,Raft 02,R0242,Gheorghe I.,BRATIANU,,,,,,,"Marea Neagra, II",Meridiane,1988,
,Raft 02,R0243,Fernand,BRAUDEL,,,,,,,"Gramatica civilizatiilor, I",Meridiane,1994,
,Raft 02,R0244,Fernand,BRAUDEL,,,,,,,"Gramatica civilizatiilor, II",Meridiane,1994,
,Raft 02,R0245,Philippe,ARIES,Georges,DUBY,,,,,"Istoria vietii private, II",Meridiane,1994,
,Raft 12,R1201,* * *,,,,,,,,Reflets Methode de francais 2,Hachette,,
,Raft 12,R1202,Pierre,GILBERT,Philippe,GREFFET,,,,,Bonne route! Methode de francais,Sigma,1994,
,Raft 12,R1203,Fulvia,TURCU,Violeta,NASTASESCU,Rodica,UNGUREANU,,,Limba engvleza pentru comertul exterior,,,
,Raft 12,R1204,Haritina,GHERMAN,,,,,,,Limba italiana - Curs practic,Teora,1997,
,Raft 12,R1205,* * *,,,,,,,,Laureatii premiului Nobel pentru literatura,Contemporanul,1983,
,Raft 12,R1206,Cezar,PETRESCU,,,,,,,Fram ursul polar,Mondero,1996,
,Raft 12,R1207,Alexandru,MITRU,,,,,,,"Legendele Olimpului, Vol. I - Zeii",CVOX,1996,
,Raft 12,R1208,Alexandru,MITRU,,,,,,,"Legendele Olimpului, Vol. II - Eroii",,1996,
,Raft 12,R1209,* * *,,,,,,,,"Culegere de texte pentru istoria universala - Epoca moderna, vol. I 1640-1848",Didactica si pedagogica,1973,
,Raft 12,R1210,Francesco,GRISELINI,,,,,,,Incercare de istorie politica si naturala a Banatului Timisoarei,Facla,1984,
,Raft 12,R1211,Irina,DORDEA,,,,,,,Cartea dulciurilor,Recoop,1987,
,Raft 12,R1212,Elke,FUHRMANN,,,,,,,Bucataria italiana,Aquila '93,1998,
,Raft 12,R1213,Antonio,PASSARELLI,,,,,,,"Bucataria lui Antonio Passarelli, Retete traditionale si rapide",Nemira,2005,
,Raft 12,R1214,* * *,,,,,,,,Retete in stil italian,Pro Editura si Tipografie,2003,
,Raft 12,R1215,* * *,,,,,,,,Ricette di osterie e famiglie dell'Umbria,Slow food Editore,1999,
,Raft 12,R1216,Silvia,JURCOVAN,,,,,,,Carte de bucate,Tehnica,1987,
,Raft 12,R1217,Nicolae,OLEXIUC,Iulia,OLEXIUC,,,,,1800 retete culinare practice,Tehnica,1986,
,Raft 12,R1218,Draga,NEAGU,,,,,,,Sfaturi practice pentru gospodine,Tehnica,1987,
,Raft 12,R1219,Sanda,MARIN,,,,,,,Carte de bucate - Editie integrala,Humanitas,2009,
,Raft 12,R1220,Jamie,OLIVER,,,,,,,Jamie's journal,,2006,
,Raft 12,R1221,Jamie,OLIVER,,,,,,,La masa cu Jamie,Curtea Veche,,
,Raft 12,R1222,Jamie,OLIVER,,,,,,,Jme collection winter 2008-2009,,,
,Raft 12,R1223,Jamie,OLIVER,,,,,,,Sa gatim cu Jamie,Curtea Veche,2007,
,Raft 12,R1224,Jamie,OLIVER,,,,,,,Cook with Jamie,Penguin Books,,
,Raft 12,R1225,Jamie,OLIVER,,,,,,,Jamie at home,Penguin Books,,
,Raft 12,R1226,Jamie,OLIVER,,,,,,,Jamie's Italy,Penguin Books,,
,Raft 12,R1227,Jamie,OLIVER,,,,,,,Ministrul hranei sanatoase,Curtea Veche,2012,
,Raft 12,R1228,Jamie,OLIVER,,,,,,,Gateste in 30 de minute cu Jamie,Curtea Veche,2012,
,Raft 12,R1229,Wilma,Di ANGELIS,,,,,,,"In cucina con fantasia, Primi piati",DeAgostini,,
,Raft 12,R1230,* * *,,,,,,,,Ultimele taine ale lumii,Readre's Digest,2008,Cadou pentru Horia de la Bibi si Buni Vali
,Raft 12,R1231,Michel,GALY,,,,,,,Larousse - Bricola - Ghid complet,RAO,2006,Cadou Loris Merlo
,Raft 03,R0301,Victor,HUGO,,,,,,,"Oamenii marii, vol. *",Ion Creanga,1975,
,Raft 03,R0302,Victor,HUGO,,,,,,,"Oamenii marii, vol. * *",Ion Creanga,1975,
,Raft 03,R0303,I. L.,CARAGIALE,,,,,,,"Canuta, om sucit",Ion Creanga,1971,
,Raft 03,R0304,I. L.,Creanga,,,,,,,Amitiri din copilarie,Ion Creanga,1971,
,Raft 03,R0305,* * *,,,,,,,,Voinicul Inelus,Ion Creanga,1971,
,Raft 03,R0306,Benedek,ELEK,,,,,,,Caprac nazdravana,Ion Creanga,1971,
,Raft 03,R0307,Jules,VERNE,,,,,,,"Copii capitanului Grant, vol. *",Ion Creanga,1972,
,Raft 03,R0308,Jules,VERNE,,,,,,,"Copii capitanului Grant, vol. * *",Ion Creanga,1972,
,Raft 03,R0309,Em.,Girleanu,,,,,,,Cea dintai durere,Ion Creanga,1971,
,Raft 03,R0310,Mark,TWAIN,,,,,,,Aventurile lui Tom Sawyer,Ion Creanga,1973,
,Raft 03,R0311,Daniel,DEFOE,,,,,,,Robinson Crusoe,Ion Creanga,,
,Raft 03,R0312,Ionel,TEODOREANU,,,,,,,Ulita copilariei,Ion Creanga,,
,Raft 03,R0313,Mark,TWAIN,,,,,,,Tom Sawyer detectiv si Tom Sawyer in strainatate,Ion Creanga,,
,Raft 03,R0314,I.,AGARBICEANU,,,,,,,File din cartea naturii,Ion Creanga,1971,
,Raft 03,R0315,M.,SADOVEANU,,,,,,,Maria sa puiul padurii,Ion Creanga,,
,Raft 03,R0316,Calistrat,HOGAS,,,,,,,Pe drumuri de munte,Ion Creanga,1972,
,Raft 03,R0317,Ioan,SLAVICI,,,,,,,Florita din codru,Ion Creanga,1972,
,Raft 03,R0318,Ion,BRAD,,,,,,,Proces in recurs,Eminescu,1988,
,Raft 03,R0319,Gib. I.,MIHAESCU,,,,,,,Nuvele,Albatros,1986,
,Raft 03,R0320,Bjornstjerne,BJORNSON,,,,,,,Tomas Rendulen,Univers,1986,
,Raft 03,R0321,Luigi,PIRANDELO,,,,,,,"Caietele lui Serafino Gubbio; Operator; Unul, nici unul si o suta de mii",Univers,1986,
,Raft 03,R0322,Angus,WILSON,,,,,,,O lume prada flacarilor,Univers,1988,
,Raft 03,R0323,William Dean,HOWELLS,,,,,,,Un caz modern,U,1987,
,Raft 03,R0324,I.,ILF,E.,PETROV,,,,,"Viteluld e aur, vol I",Univers,1971,
,Raft 03,R0325,I.,ILF,E.,PETROV,,,,,"Viteluld e aur, vol II",Univers,1971,
,Raft 03,R0326,Nikos,KAZANTZAKIS,,,,,,,Alexis Zorba,Univers,1987,
,Raft 03,R0327,Virginia,WOOLF,,,,,,,Noapte si zi,Univers,1987,
,Raft 03,R0328,Gabriel Garcia,MARQUEZ,,,,,,,Un veac de singuratate,Univers,1971,
,Raft 03,R0329,Jose Cardoso,SARAMAGO,,,,,,,Memorialul de la mafra,Univers,1988,
,Raft 03,R0330,Corneliu,STEFAN,,,,,,,Adio cu noptile de unul singur,Eminescu,1988,
,Raft 03,R0331,Marin,MINCU,,,,,,,Intermezzo,Albatros,1984,
,Raft 03,R0332,Louis,GARDEL,,,,,,,Fortul Saganne,Univers,1988,
,Raft 03,R0333,Cezar,PETRESCU,,,,,,,Baletul mecanic,Junimea,1987,
,Raft 03,R0334,Denis de,ROUGEMANT,,,,,,,Iubirea si occidentul,Univers,1987,
,Raft 03,R0335,Constantin,TOIU,,,,,,,Caderea in lume,Cartea Romaneasca,1987,
,Raft 13,R1301,Vladimir,TISMANEANU,,,,,,,"Revolutiile din 19889, Intre trecut si viitor",Polirom,2005,
,Raft 13,R1302,Vladimir,TISMANEANU,,,,,,,"Incet, spre Europa",Polirom,2000,
,Raft 13,R1303,Vladimir,TISMANEANU,,,,,,,Fantoma lui Gheorghiu-Dej,Humanitas,2008,
,Raft 13,R1304,Vladimir,TISMANEANU,,,,,,,"Lumea secreta a nomenclaturii, Amintiri, dezvaluiri, portrete",Humanitas,2012,
,Raft 13,R1305,Vladimir,TISMANEANU,,,,,,,Arheologia terorii,Eminescu,1992,
,Raft 13,R1306,Andre,GLUCKSMANN,,,,,,,Discursul urii,Humanitas,2006,
,Raft 13,R1307,Jacques,De LAUNAY,,,,,,,Istoria secreta a cominternului,Venus,1993,
,Raft 13,R1308,Virgil,IERUNCA,,,,,,,Subiect si predicat,Humanitas,1993,
,Raft 13,R1309,Nae,IONESCU,,,,,,,Curs de istorie a logicii,Humanitas,1993,
,Raft 13,R1310,Nae,IONESCU,,,,,,,Vurs de logica,Humanitas,1993,
,Raft 13,R1311,Hugh,TREVOR-ROPER,,,,,,,Ultimele zile ale lui Hitler,Humanitas,1993,
,Raft 13,R1312,Francoise,THOM,,,,,,,Limba de lemn,Humanitas,1993,
,Raft 13,R1313,Hannah,ARENDT,,,,,,,Originile totalitarismului,Humanitas,1994,
,Raft 13,R1314,Alain,BESABCON,,,,,,,Originile intelectuale ale leninismului,Humanitas,2007,
,Raft 13,R1314,Alain,BESABCON,,,,,,,Originile intelectuale ale leninismului,Humanitas,1993,
,Raft 13,R1315,Julien,BENDA,,,,,,,Tradarea carturarilor,Humanitas,1993,
,Raft 13,R1316,Andreas,HILLGRUBER,,,,,,,"Hitler, Regele Carol si Maresalul Antonescu, Relatiile germano-romana 1938-1944",Humanitas,1994,
,Raft 13,R1317,leon,VOLOVICI,,,,,,,"Ideologia nationalista si ""problema evreiasca"" in Romania anilor '30",Humanitas,1995,
,Raft 13,R1318,Titu,MAIORESCU,,,,,,,Istoria politica a Romaniei sub domnia lui Carol I,Humanitas,1994,
,Raft 13,R1319,Stefan,ZELETIN,,,,,,,"Burghezia romana, Originea si rolul ei istoric",Humanitas,2006,
,Raft 13,R1320,Bronislaw,BACZKI,,,,,,,"Iesirea din teroare, Termidor si revolutia",Humanitas,1993,
,Raft 13,R1321,Francisco,VEIGA,,,,,,,"Istoria Garzii de fier 1919-1941, Mistica ultranationalismului",Humanitas,,
,Raft 13,R1322,Pierre,du BOIS,,,,,,,Ceuasescu la putere - ancheta asupra unei ascensiuni politice,Humanitas,2004,
